date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200713,Pakistan,253604,,,,,,,,,,,,,,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200714,Pakistan,255769,,,,,,,,,,,,,,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,Pakistan,257914,,,,,,,,,,,,,,25170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200716,Pakistan,259999,,,,,,,,,,,,,,3529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200717,Pakistan,261917,,,,,,,,,,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200718,Pakistan,263496,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200719,Pakistan,265083,,,,,,,,,,,,,,7209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200720,Pakistan,266096,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200721,Pakistan,267428,,,,,,,,,,,,,,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200722,Pakistan,269191,,,,,,,,,,,,,,1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200723,Pakistan,270400,,,,,,,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200724,Pakistan,271887,,,,,,,,,,,,,,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200725,Pakistan,273113,,,,,,,,,,,,,,6837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200726,Pakistan,274289,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200727,Pakistan,275225,,,,,,,,,,,,,,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200728,Pakistan,276288,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200729,Pakistan,277402,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200730,Pakistan,278305,,,,,,,,,,,,,,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200731,Pakistan,279146,,,,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200801,Pakistan,279699,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200802,Pakistan,280029,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200803,Pakistan,280461,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200804,Pakistan,281136,,,,,,,,,,,,,,1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200805,Pakistan,281863,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200806,Pakistan,282645,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200807,Pakistan,283487,,,,,,,,,,,,,,3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200808,Pakistan,284121,,,,,,,,,,,,,,9224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200809,Pakistan,284660,,,,,,,,,,,,,,1691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200810,Pakistan,285191,,,,,,,,,,,,,,4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200811,Pakistan,285921,,,,,,,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200812,Pakistan,286674,,,,,,,,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200813,Pakistan,287300,,,,,,,,,,,,,,7144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200814,Pakistan,288047,,,,,,,,,,,,,,3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200815,Pakistan,288717,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200816,Pakistan,289215,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200817,Pakistan,289832,,,,,,,,,,,,,,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200818,Pakistan,290445,,,,,,,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200819,Pakistan,290958,,,,,,,,,,,,,,7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,Pakistan,291588,,,,,,,,,,,,,,2971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200821,Pakistan,292174,,,,,,,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200822,Pakistan,292765,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200823,Pakistan,293261,,,,,,,,,,,,,,3949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
